[2026-01-27 20:00:04] ========== OTX Last 3 Months (IP Only) 启动 ==========
[2026-01-27 20:00:04] 时间窗口起点: 2026-01-20 20:00:04
[2026-01-27 20:00:04] 最大翻页数: 200
[2026-01-27 20:00:16] [IP] 171.25.193.25 | pulse=6978a7f6eee517fa0bdeee05
[2026-01-28 05:14:42] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:15:01] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:15:18] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:15:38] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:15:57] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:16:26] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:17:01] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:17:20] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:17:55] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:18:30] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:18:49] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:19:08] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:19:25] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:20:00] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:20:24] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:20:41] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:20:59] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:21:18] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:21:37] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:21:55] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:22:13] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:22:32] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:23:07] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:23:40] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:24:05] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:24:25] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:25:00] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:25:17] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:25:36] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:25:55] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:26:13] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:26:31] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:26:52] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:27:15] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:27:31] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:27:49] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:28:06] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:28:41] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:28:59] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:29:16] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:29:33] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:29:50] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:30:19] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:30:36] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:30:56] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:31:31] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:31:50] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:32:08] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:32:27] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:32:58] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:33:15] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:33:37] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:34:12] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:34:47] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:35:05] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:35:40] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:35:58] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:36:17] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:36:39] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:37:14] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:37:49] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:38:06] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:38:41] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:38:59] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:39:18] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:39:36] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:39:54] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:40:12] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:40:47] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:41:07] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:41:26] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:41:45] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:42:03] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:42:35] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:42:53] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:43:14] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:43:31] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:44:06] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:44:24] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:44:49] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:45:05] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:45:22] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:45:42] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:45:58] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:46:17] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:46:48] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:47:07] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:47:28] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:47:46] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:48:05] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:48:35] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:49:10] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:49:45] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:50:20] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:50:37] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:50:56] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:51:13] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:51:30] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:51:46] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:52:05] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:52:21] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:52:40] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:53:15] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:53:32] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:53:50] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:54:25] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:54:43] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:55:18] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:55:54] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:56:13] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:56:30] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:56:49] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:57:07] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:57:42] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 05:58:00] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:58:17] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:58:46] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:59:03] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:59:22] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 05:59:57] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:00:20] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:00:42] [ERROR] activity 接口异常: Expecting value: line 1 column 1 (char 0)
[2026-01-28 06:00:47] [ERROR] activity 接口异常: Expecting value: line 1 column 1 (char 0)
[2026-01-28 06:01:18] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:01:37] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:02:12] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:02:47] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:03:11] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:03:17] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:03:34] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:03:53] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:04:12] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:04:47] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:05:04] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:05:23] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:05:40] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:05:46] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:06:08] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:06:27] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:07:02] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:07:20] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:07:39] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:08:00] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:08:19] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:08:37] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:08:55] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:09:13] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:09:19] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:09:37] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:10:12] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:10:30] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:10:56] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:11:15] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:11:50] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:12:19] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:12:25] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:13:00] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:13:18] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:13:40] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:14:11] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:14:38] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:15:13] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:15:48] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:16:15] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:16:34] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:16:55] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:17:09] [ERROR] activity 接口异常: Expecting value: line 1 column 1 (char 0)
[2026-01-28 06:17:14] [ERROR] activity 接口异常: Expecting value: line 1 column 1 (char 0)
[2026-01-28 06:17:31] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:18:06] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:18:41] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:19:01] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:19:18] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:19:37] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:19:56] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:20:14] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:20:49] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:21:24] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:21:59] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:22:19] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:22:36] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:22:54] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:23:29] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:24:04] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:24:21] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:24:40] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:24:58] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:25:33] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:26:09] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:26:44] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:27:01] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:27:18] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:27:53] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:28:28] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:29:03] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:29:22] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:29:41] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:30:16] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:30:36] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:30:55] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:31:30] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:31:49] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:32:06] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:32:26] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:32:44] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:33:19] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
[2026-01-28 06:33:36] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:33:55] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:34:13] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:34:32] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:34:52] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:35:10] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:35:27] [ERROR] activity 接口异常: [Errno 32] Broken pipe
[2026-01-28 06:36:02] [ERROR] activity 接口异常: HTTPSConnectionPool(host='otx.alienvault.com', port=443): Read timed out. (read timeout=30)
